lake,Date,pH,Alk (uEq/L),T,Cond,atm pCO2,Bar. Prs. (kP),Altitude (m),Ionic Strength,pK1,pK2,ao,a1,a2,pKH,DIC uM,CO2 uM,pCO2 uatm,equil CO2,log CO2,CO2:CO2 sat.,alpha,flux  mmol/m2/day,enh flux
K,28-06-2013,9.4,,19.3,1305,370,101.325,509.3,0.0228375,6.2901316496,10.1396511385,0.0006564267,0.8453851435,0.1539584297,1.3927257, ,,,14.033012818,,,3.0379268181,,
K,28-08-1995,8.53,,17.5,1050,370,101.325,509.3,0.018375,6.3164023983,10.1799470931,0.005945604,0.9722849944,0.0217694015,1.3685625, ,,,14.8359076711,,,1.2704627904,,
K,28-08-2009,,,18.7,1448,370,101.325,509.3,0.02534,6.2943592215,10.1349326259,0.9999994923,5.07739040539245E-007,3.72141352822837E-017,1.3847217,4922.5,4922.4975006546,119373.301229014,14.2940376572,3.6921855043,,1.0000003987,,
K,29-05-2000,7.96,4497.6228630941,13,1020,370,101.325,509.3,0.01785,6.3695831884,10.2320067535,0.0249065773,0.969908717,0.0051847057,1.30617,4580,114.0721242132,2308.6044524069,17.1279987228,2.0571795289,,1.02864617,102.3729965178,105.3055907819
K,29-06-2007,8.5,3726.2713113771,16.6,1237,370,101.325,509.3,0.0216475,6.3228307714,10.1733788454,0.006469863,0.9728912882,0.0206388488,1.3563108,3665.8333333333,23.7174395196,538.7392306985,15.2603966467,1.3750678018,,1.211573759,8.9306372738,10.8201257724
K,29-06-2012,8.52,5882.9628580975,18.3,1312,370,101.325,509.3,0.02296,6.3015802427,10.1494159107,0.0058741477,0.9713251244,0.0228007279,1.3793577,5776.6666666667,33.9329934311,812.7928471763,14.471679038,1.530622173,,1.3090079423,20.5511479991,26.901615955
K,29-07-2011,8.8,4382.7397362052,21.8,1031,370,101.325,509.3,0.0180425,6.2670970967,10.1379894269,0.0027950057,0.9534229367,0.0437820577,1.4255332,4201.725,11.7438451746,312.8553003089,13.0119810433,1.0698103171,,2.0098353617,-1.3391514774,-2.6914739939
K,29-08-1997,,,,,370,101.325,509.3,0,6.58,10.62,0.999999737,0.000000263,6.30957178521547E-018,1.11, ,,,26.9077027826,,,1.0000002499,,
K,29-08-2000,,,18.5,1200,370,101.325,509.3,0.021,6.301528544,10.1564076761,0.9999995006,4.99426104875277E-007,3.48388301099384E-017,1.3820425,4352.5,4352.4978262479,104901.346527695,14.3824913633,3.6387385629,,1.0000003973,,
K,29-08-2008,9.2,4407.5300603804,18.9,1314,370,101.325,509.3,0.022995,6.2945864804,10.1430475817,0.0011148386,0.8966552649,0.1022298965,1.3873953,3994.4333333333,4.4531483223,108.6581885355,14.2063111317,0.6486671605,,2.3538575253,-10.2993399268,-24.2431787928
K,30-06-1995,8.48,,18,1090,370,101.325,509.3,0.019075,6.3096968856,10.1710915424,0.0065777105,0.973593951,0.0198283385,1.37532, ,,,14.6068517641,,,1.2673630792,,
K,30-06-2011,8.3,3983.0154866673,19,959,370,101.325,509.3,0.0167825,6.3011415626,10.1728722504,0.0097968099,0.9771092344,0.0130939557,1.38873,3961.6583333333,38.8116135227,949.9302070498,14.1627184595,1.5889616981,,1.2184204036,26.0292331867,31.7145488059
K,30-07-2010,10.1,5177.8366384811,22.3,1395,370,101.325,509.3,0.0244125,6.253769309,10.1028425761,7.14705682952627E-005,0.5016004603,0.4983280691,1.4319897,3449.1666666667,0.2465139018,6.6654751823,12.8199674322,-0.6081585843,,9.0267888695,-13.2775669281,-119.8537933607
K,31-05-1995,8.05,,15,1000,370,101.325,509.3,0.0175,6.3466670029,10.2115180117,0.0192852766,0.9739998032,0.0067149202,1.33425, ,,,16.0556030334,,,1.054966256,,
K,31-05-1996,8,,11,750,370,101.325,509.3,0.013125,6.3999663995,10.2827315979,0.0243775004,0.9705608605,0.0050616391,1.27753, ,,,18.2955985365,,,1.0195954681,,
K,31-07-2001,8.85,5759.4563203697,20.8,1300,370,101.325,509.3,0.02275,6.2728920388,10.1249095951,0.0025080261,0.9471963257,0.0502956482,1.4125152,5488.3333333333,13.764882985,355.8670054285,13.4079203668,1.1387725238,,1.9497720018,0.3769525248,0.7349714789
K,31-07-2009,10.3,7990.7660421437,18.6,1446,370,101.325,509.3,0.025305,6.2955549668,10.1361140272,4.02605225132202E-005,0.4067470766,0.5932126629,1.3833828,5009.1666666667,0.2016716674,4.87559574,14.3381731901,-0.6953551111,,7.9517442463,-14.928145608,-118.704795946
K,31-10-2008,8.6,4208.8326614931,7.8,1087,370,101.325,509.3,0.0190225,6.4292689173,10.287414309,0.0065701666,0.9734361342,0.0199936992,1.2305412,4144.6,27.2307123945,463.0204825603,20.3861596935,1.4350590033,,1.0344548609,7.2278476523,7.4768821374
L,01-07-2008,8.6,4838.7440595669,18.2,1824,370,101.325,509.3,0.03192,6.2937861874,10.1146417895,0.0047712234,0.9657029695,0.0295258071,1.3780132,4713.4666666667,22.4890025837,537.0112628477,14.5165502542,1.3519701943,,1.360249562,8.41890966,11.4518181774
L,02-07-2003,8.78,5456.8779162565,19.6,2178,370,101.325,509.3,0.038115,6.2723638877,10.079406911,0.0029499464,0.949402202,0.0476478516,1.3967088,5215,15.3839703844,383.5104790968,13.9048984635,1.1870684352,,1.6768029895,1.5618999484,2.6189985029
L,02-08-1997,8.28,,21,1925,370,101.325,509.3,0.0336875,6.2598407944,10.0799491777,0.0093099782,0.9752318301,0.0154581917,1.41513, ,,,13.3274364983,,,1.3026628806,,
L,02-08-2000,,,21.5,2000,370,101.325,509.3,0.035,6.2529582365,10.070546446,0.9999994415,5.5852359009889E-007,4.74782906666513E-017,1.4216425,5334.1666666667,5334.1636874088,140834.429412425,13.129074778,3.7270663386,,1.000000418,,
L,02-08-2013,9.1,,19.6,1650,370,101.325,509.3,0.028875,6.2803906273,10.1115138693,0.0013785833,0.9100020762,0.0886193405,1.3967088, ,,,13.9048984635,,,2.2588965146,,
L,02-09-2011,13.5,9557.2631633041,19.4,1670,370,101.325,509.3,0.029225,6.2823701981,10.1122133523,2.47973778597005E-011,0.0004092942,0.9995907058,1.3940548,4772.8583333333,1.18354371562487E-007,2.93250731256762E-006,13.9901323133,-6.9268156962,,343.0971768426,-14.7735795979,-5068.7734519029
L,03-06-1996,8.3,,11.5,1550,370,101.325,509.3,0.027125,6.3765361787,10.2066782148,0.0116439065,0.9762533364,0.0121027571,1.2847425, ,,,17.99426541,,,1.0437690167,,
L,03-08-2007,8.9,4588.0001501913,22.3,2012,370,101.325,509.3,0.03521,6.2435678257,10.0620366426,0.0020594531,0.9336499531,0.0642905938,1.4319897,4310.8333333333,8.8779590552,240.0506231764,12.8199674322,0.9483131377,,2.3131231995,-4.1627608461,-9.6289786873
L,03-08-2012,8.97,6056.6554088011,22.3,1808,370,101.325,509.3,0.03164,6.2466642133,10.0744221932,0.0017499749,0.9254811931,0.0727688321,1.4319897,5646.6666666667,9.881524741,267.1859779098,12.8199674322,0.9948239624,,2.4902497924,-3.1029954819,-7.7272338547
L,03-09-2010,8.7,4119.1817100489,18,1749,370,101.325,509.3,0.0306075,6.2972990075,10.1215000299,0.0037974863,0.9598363763,0.0363661374,1.37532,3980.8333333333,15.1171599325,358.7485940543,14.6068517641,1.1794702077,,1.4293233093,0.5388854258,0.7702415001
L,04-06-1997,7.9,,21.5,2000,370,101.325,509.3,0.035,6.2529582365,10.070546446,0.021898754,0.9715410815,0.0065601644,1.4216425, ,,,13.129074778,,,1.1434142809,,
L,04-07-1995,8.5,,17,2000,370,101.325,509.3,0.035,6.3050524865,10.116603946,0.0061941138,0.9703461702,0.023459716,1.36177, ,,,15.0697699268,,,1.2293485921,,
L,04-07-1997,8.34,,,,370,101.325,509.3,0,6.58,10.62,0.0169935117,0.9778745298,0.0051319585,1.11, ,,,26.9077027826,,,1.0019297885,,
L,04-08-2006,9.7,5585.4026820277,21.2,2015,370,101.325,509.3,0.0352625,6.256197629,10.072624756,0.0002526825,0.7020652269,0.2976820906,1.4177392,4297.5,1.0859028613,28.4138561517,13.247606571,0.0357909775,,5.1361906734,-12.8427591175,-65.9628595998
L,04-09-2009,8.9,6149.3671722363,19,1861,370,101.325,509.3,0.0325675,6.2839378707,10.1040574828,0.0022730916,0.9390291404,0.0586977679,1.38873,5812.5,13.2123450265,323.3775797366,14.1627184595,1.1209799063,,1.7764729615,-1.0035943453,-1.7828582186
L,05-06-1995,8.66,,16.5,1850,370,101.325,509.3,0.032375,6.3131319233,10.131001193,0.0043331802,0.9631076271,0.0325591928,1.3549425, ,,,15.3085522876,,,1.2943677023,,
L,05-07-2000,8.26,5278.795920288,19,1900,370,101.325,509.3,0.03325,6.2833397059,10.1016648237,0.0102952409,0.9756561936,0.0140485655,1.38873,5250.8333333333,54.0585939145,1323.1063243474,14.1627184595,1.7328647453,,1.1999690172,42.1300444805,50.554748068
L,05-07-2004,8.9,,16.2999992371,1683,370,101.325,509.3,0.0294525,6.3181368146,10.1438589712,0.0024715691,0.9437043074,0.0538241235,1.3522016895, ,,,15.4054692827,,,1.4728124761,,
L,05-07-2013,9.31,,21.3,1744,370,101.325,509.3,0.03052,6.2592063539,10.0882851558,0.0007619871,0.8565274469,0.142710566,1.4190417, ,,,13.2079349674,,,3.316351786,,
L,05-08-2011,10.1,7378.9624835956,22.1,1765,370,101.325,509.3,0.0308875,6.2496501731,10.0790975525,6.88673390443077E-005,0.487936301,0.5119948317,1.4294113,4873.825,0.3356473587,9.0218278111,12.8963057773,-0.474116766,,8.8613858892,-13.26405529,-117.5379123799
L,05-09-2008,9,5150.4729672256,17.7,1827,370,101.325,509.3,0.0319725,6.2995417577,10.1196883707,0.0018491031,0.9277252257,0.0704256712,1.3712697,4811.5166666667,8.8969903144,209.1764642598,14.7437148181,0.9492431178,,1.7543005641,-6.1741410758,-10.831299172
L,06-05-1999,8.9,4450.5770812161,8,1400,370,101.325,509.3,0.0245,6.4205089757,10.2593799029,0.0031662865,0.9550832478,0.0417504658,1.23352,4276.6666666667,13.5411517465,231.8331867217,20.2468106772,1.131655605,,1.0718383534,-7.0811758309,-7.5898758425
L,06-07-2012,8.57,5479.1105951082,19.8,1728,370,101.325,509.3,0.03024,6.276787713,10.1043246919,0.0049219453,0.9668276692,0.0282503855,1.3993572,5345.8333333333,26.3118993036,659.947515811,13.8203620999,1.4201521984,,1.4540055284,13.1910632872,19.1798789444
L,06-08-2010,9.8,5219.6964635684,21.3,1884,370,101.325,509.3,0.03297,6.2570036436,10.0794743143,0.0001877267,0.6554241711,0.3443881022,1.4190417,3875.8333333333,0.7275974871,19.0955816062,13.2079349674,-0.1381088095,,5.8182458292,-13.1792363792,-76.680037096
L,07-06-1999,8.4,4382.6587232412,14.5,1600,370,101.325,509.3,0.028,6.340526646,10.1691280838,0.0085014053,0.9749089917,0.016589603,1.3272825,4339.1666666667,36.8890145398,783.7536088004,16.3152646135,1.5668970536,,1.1087662142,21.7258799222,24.0889216309
L,07-06-2000,8.6,5564.013445004,15.5,975,370,101.325,509.3,0.0170625,6.3414282362,10.2084144449,0.0053521418,0.9707320575,0.0239158008,1.3411825,5454.1666666667,29.1914732058,640.381110715,15.8013474202,1.4652560131,,1.2103691652,14.1399728296,17.1145871096
L,07-06-2004,8.7,5358.7167478965,12.5,1581,370,101.325,509.3,0.0276675,6.3642600788,10.1929778151,0.0044522986,0.964548794,0.0309989074,1.2990625,5211.6666666667,23.2038960907,461.9802526024,17.4106153933,1.365560912,,1.1365539086,6.1177044165,6.9531008664
L,07-06-2013,8.82,,12.4,1416,370,101.325,509.3,0.02478,6.3683966048,10.2059793793,0.0033839581,0.957256595,0.039359447,1.2976368, ,,,17.4678648019,,,1.1744676412,,
L,07-07-2006,9.4,5214.6553657914,18.8,2077,370,101.325,509.3,0.0363475,6.2830456521,10.0932808486,0.0006347976,0.8309781303,0.1683870721,1.3860592,4457.5,2.8296101077,68.8312724418,14.2500839184,0.4517265982,,2.8948251854,-12.0600203441,-34.9116506281
L,07-08-2001,9.05,7263.5754712995,22,2000,370,101.325,509.3,0.035,6.2471974865,10.065653946,0.0014341069,0.9107182538,0.0878476393,1.42812,6677.5,9.57624888,256.6347276979,12.9347077886,0.9811954246,,2.6451576403,-3.5465326076,-9.3811378235
L,07-08-2009,9.3,6397.6663359271,18.9,1844,370,101.325,509.3,0.03227,6.285359675,10.1061403601,0.0008354868,0.8641316297,0.1350328835,1.3873953,5632.5,4.7058792288,114.8249003784,14.2063111317,0.6726407773,,2.6187379337,-10.0324560895,-26.2723733301
L,08-05-1996,8,,2,155,370,101.325,509.3,0.0027125,6.5317728793,10.4958755171,0.0328022695,0.9641198235,0.003077907,1.14172, ,,,25.0124723701,,,1.0016920892,,
L,08-06-2007,8.8,4391.7353112827,13.1,1591,370,101.325,509.3,0.0278425,6.3570563697,10.1854495386,0.0034517098,0.9571453739,0.0394029163,1.3075873,4230.8333333333,14.6036088358,296.5155622212,17.072193398,1.1644601917,,1.1952799737,-2.6068252977,-3.1158860733
L,08-06-2012,8.6,6028.0074277245,14.7,1535,370,101.325,509.3,0.0268625,6.3393224269,10.1714398476,0.0053150945,0.9686983504,0.0259865552,1.3300737,5897.5,31.3457695669,670.2744062692,16.2107430459,1.4961789366,,1.1776404295,15.9825880062,18.8217418037
L,08-07-1999,9.1,5082.1166504161,17,1750,370,101.325,509.3,0.030625,6.3088978755,10.131985502,0.0014780026,0.9136446473,0.0848773501,1.36177,4682.5,6.9207470419,159.1926366147,15.0697699268,0.8401529758,,1.8116033306,-8.6053681664,-15.5895136316
L,08-07-2005,9.1,4994.5451847067,19.5,1937,370,101.325,509.3,0.0338975,6.276991897,10.094309088,0.0013629704,0.9067645486,0.091872481,1.3953825,4571.6666666667,6.2310464188,154.8615089246,13.9474277992,0.7945609866,,2.2391687722,-8.1484987378,-18.2458639142
L,08-07-2011,9.1,5226.1192658832,21.5,1720,370,101.325,509.3,0.0301,6.257290405,10.0878751198,0.0013008166,0.9055775612,0.0931216222,1.4216425,4778.275,6.2156592588,164.1079795144,13.129074778,0.7934871985,,2.6727796677,-7.3005667882,-19.5128064745
L,08-08-1996,8,,19.5,1950,370,101.325,509.3,0.034125,6.2767970837,10.0935298348,0.0184177393,0.9737315422,0.0078507185,1.3953825, ,,,13.9474277992,,,1.1233742137,,
L,08-08-2003,9.31,6279.0172989892,21.9,2058,370,101.325,509.3,0.036015,6.2475060551,10.0632562802,0.0007355204,0.8493538643,0.1499106153,1.4268273,5455.8333333333,4.0128767109,107.2218057339,12.9732659725,0.603455817,,3.5050157121,-9.4621710602,-33.1650582369
L,08-08-2005,9.4,5186.3480321986,20.8,1981,370,101.325,509.3,0.0346675,6.2613124899,10.0785913997,0.0006003533,0.8262175425,0.1731821042,1.4125152,4415,2.6505598166,68.5255941275,13.4079203668,0.4233376096,,3.5052232634,-11.359772741,-39.8185396787
L,08-08-2008,9,5034.8740882833,21.3,1972,370,101.325,509.3,0.03451,6.255677317,10.0741690081,0.0016588479,0.9207235464,0.0776176057,1.4190417,4671.0666666667,7.7485891228,203.3594377983,13.2079349674,0.8892226326,,2.3598841856,-5.765069212,-13.604895662
L,08-08-2014,8.8,,21.6,1793,370,101.325,509.3,0.0313775,6.2549633595,10.0821951981,0.0027019876,0.9478071759,0.0494908365,1.4229408, ,,,13.0898847224,,,1.9788821898,,
L,09-05-2000,8.1,4883.6316751028,12,1500,370,101.325,509.3,0.02625,6.3715524163,10.2044336652,0.018204227,0.9741365244,0.0076592485,1.29192,4927.5,89.701328766,1756.7860588372,17.6993216555,1.9527988764,,1.0312377778,76.0341195086,78.4092564418
L,09-07-1996,8.77,,18.5,1900,370,101.325,509.3,0.03325,6.2891334559,10.1068273237,0.0031492971,0.9529720931,0.0438786098,1.3820425, ,,,14.3824913633,,,1.5454290073,,
L,09-07-2010,9.5,4779.1113717518,19.7,1810,370,101.325,509.3,0.031675,6.2766314939,10.1000881155,0.00047766,0.7988907639,0.2006315761,1.3980337,3974.1666666667,1.8983005367,47.4677526374,13.8625434984,0.2783649705,,3.5354221491,-12.6342405675,-44.6673739398
L,10-05-2004,8.9,5772.7298884941,6.8000001907,1423,370,101.325,509.3,0.0249025,6.4342834748,10.2725009457,0.0032720527,0.9561737445,0.0405542028,1.2155632029,5556.6666666667,18.1817061353,298.6742879565,21.1015044127,1.2596346341,,1.0523772938,-3.0833069809,-3.2448022564
L,10-06-2005,9.1,5108.339568816,13.1,1606,370,101.325,509.3,0.028105,6.3567987635,10.1844191138,0.0016661463,0.922389541,0.0759443127,1.3075873,4746.6666666667,7.908641109,160.5791548655,17.072193398,0.8981018679,,1.3756252516,-9.6767112172,-13.3115283027
L,10-06-2011,8.7,5011.7240779129,14.9,1493,370,101.325,509.3,0.0261275,6.3377363147,10.1722277189,0.0041832765,0.9633414709,0.0324752526,1.3328593,4865.375,20.353208924,438.0182347585,16.1070987731,1.3086328906,,1.2312047596,4.4838923193,5.5205895651
L,10-07-1998,9.5,3164.5887877833,19,,370,101.325,509.3,0,6.355971,10.39219,0.0006357957,0.8858221992,0.1135420052,1.38873,2835,1.8024806989,44.1164565985,14.1627184595,0.255870623,,3.3020809931,-13.0524110752,-43.1001185256
L,10-07-2001,8.77,7321.3199031647,21,1970,370,101.325,509.3,0.034475,6.2591674025,10.07725561,0.0029308785,0.9502336604,0.0468354611,1.41513,7005,20.5308037938,533.9934778241,13.3274364983,1.3124059526,,1.839045721,7.6067558641,13.9891718225
L,10-07-2007,8.5,4325.0828642757,19.4,1843,370,101.325,509.3,0.0322525,6.2795858777,10.1010760706,0.005838415,0.9698600885,0.0243014964,1.3940548,4238.3333333333,24.7451491113,613.1191417886,13.9901323133,1.3934900752,,1.3637939624,11.3572977386,15.4890140854
L,10-07-2009,9.2,6178.1865188059,17.4,1811,370,101.325,509.3,0.0316925,6.3032771133,10.1238554132,0.0011321174,0.8925126269,0.1063552557,1.3672068,5581.6666666667,6.3191022023,147.1845347871,14.8822920166,0.8006553795,,2.057412184,-9.0427284439,-18.6046196772
L,11-05-2007,8.7,4570.7407100882,8.7,1455,370,101.325,509.3,0.0254625,6.4112167802,10.2467588608,0.0049761143,0.9675503402,0.0274735455,1.2439017,4461.6666666667,22.201763442,389.3042733703,19.7685548438,1.346387471,,1.0545946592,2.5694682797,2.7097475249
L,11-05-2012,8.6,5836.1003109703,8,1309,370,101.325,509.3,0.0229075,6.4222594519,10.2663818075,0.0064592472,0.9725735429,0.0209672099,1.23352,5744.1666666667,37.1029922409,635.2269798868,20.2468106772,1.5694089355,,1.0363014538,17.8001277312,18.4462982453
L,11-06-2010,9.3,4732.4323787397,12.5,1535,370,101.325,509.3,0.0268625,6.3650641869,10.1961942476,0.0010296571,0.8863973525,0.1125729903,1.2990625,4249.1666666667,4.3751848152,87.1081726188,17.4106153933,0.6409964031,,1.5044976954,-13.7654146905,-20.7100346784
L,11-07-1994,8.99,,,,370,101.325,509.3,0,6.58,10.62,0.0037869439,0.9733944626,0.0228185935,1.11, ,,,26.9077027826,,,1.008501245,,
L,11-07-2003,8.74,5521.2188452875,18.7,2182,370,101.325,509.3,0.038185,6.2827294683,10.0884136131,0.0033283973,0.9539062478,0.0427653549,1.3847217,5303.3333333333,17.6516003695,428.0611229975,14.2940376572,1.2467840865,,1.5314647297,3.5455862242,5.4299402484
L,11-07-2008,8.4,4713.4913626754,18.8,1870,370,101.325,509.3,0.032725,6.2861158968,10.1055618273,0.0074882387,0.9733382366,0.0191735247,1.3860592,4650.75,34.8259262564,847.1530447391,14.2500839184,1.5419026761,,1.261824556,21.7280895089,27.4170368982
L,11-07-2014,8.6,,18.3,1686,370,101.325,509.3,0.029505,6.2948483189,10.1224882156,0.0047853803,0.9662024688,0.0290121509,1.3793577, ,,,14.471679038,,,1.3671368187,,
L,11-08-1999,8.6,4557.6285106305,20,1880,370,101.325,509.3,0.0329,6.2720743682,10.0926974729,0.004532677,0.9644515269,0.031015796,1.402,4431.6666666667,20.0873136198,506.8994969026,13.7365168084,1.3029218602,,1.5010438383,6.7064414328,10.0666625894
L,12-05-1995,8.36,,,,370,101.325,509.3,0,6.58,10.62,0.0162371693,0.9783861987,0.0053766321,1.11, ,,,26.9077027826,,,1.0020192374,,
L,12-05-1998,9.1,5347.3543700974,7.8,1500,370,101.325,509.3,0.02625,6.4210376563,10.2544892652,0.0019533394,0.9326958781,0.0653507825,1.2305412,5020,9.8057638695,166.7334094298,20.3861596935,0.9914814309,,1.1072131292,-11.1728979901,-12.3707793462
L,12-05-2006,9.1,4817.3222759034,8,1559,370,101.325,509.3,0.0272825,6.4176278657,10.2478554626,0.0019361452,0.9317728518,0.066291003,1.23352,4517.5,8.74653583,149.7462927983,20.2468106772,0.9418360796,,1.1128776258,-12.1442902386,-13.5151088879
L,12-06-2001,8.69,7072.7669349075,15.8,1750,370,101.325,509.3,0.030625,6.3228649155,10.144883102,0.0041313417,0.9621132704,0.0337553879,1.3453252,6860.8333333333,28.3444470933,627.7593497622,15.6513362525,1.4524679898,,1.2727066751,13.4039250478,17.0592648814
L,12-06-2002,8.44,,10.5,2950,370,101.325,509.3,0.051625,6.3690235145,10.1413155581,0.0082578687,0.9723989054,0.0193432259,1.2702825, ,,,18.6034770096,,,1.0473187535,,
L,12-06-2006,9.3,4849.8210501305,14.2,1891,370,101.325,509.3,0.0330925,6.3393240127,10.1536314907,0.0009593405,0.8762918517,0.1227488078,1.3230852,4315,4.1395543222,87.1041377683,16.4737102057,0.6169535861,,1.7142844519,-13.024868613,-22.3283297508
L,12-06-2009,9,6103.3570821547,14.8,1681,370,101.325,509.3,0.0294175,6.3356568145,10.1603430978,0.0020218455,0.9334501782,0.0645279763,1.3314672,5735.8333333333,11.5969685908,248.7778332184,16.1588117668,1.0643444809,,1.4331108866,-4.8173063938,-6.9037342373
L,12-07-2002,9,,20,2200,370,101.325,509.3,0.0385,6.2674351479,10.0741405916,0.0017042858,0.9206769575,0.0776187568,1.402, ,,,13.7365168084,,,2.1130579667,,
L,12-08-1997,8.7,,20,1900,370,101.325,509.3,0.03325,6.2717687059,10.0914748237,0.0035721589,0.9575513337,0.0388765074,1.402, ,,,13.7365168084,,,1.6162519828,,
L,12-08-1998,9.1,5291.0047818136,24,2150,370,101.325,509.3,0.037625,6.2220629179,10.0379476714,0.0011861312,0.8955086816,0.1033051872,1.45368,4792.5,5.6845336272,161.5752512494,12.1954160759,0.7546948399,,3.3300417144,-6.8754918659,-22.8956747202
L,13-05-2011,8.5,5166.4015035313,5.9,1237,370,101.325,509.3,0.0216475,6.4485825214,10.2983013454,0.0086685355,0.9758053829,0.0155260816,1.2019633,5122.775,44.4069568237,706.9916951969,21.7727518036,1.6474510123,,1.016448611,23.9017205012,24.2948706031
L,13-06-2008,8.8,4946.2700103366,12.6,1605,370,101.325,509.3,0.0280875,6.3626745354,10.1901811018,0.0034979885,0.957511158,0.0389908535,1.3004868,4768.2333333333,16.6792254283,333.1675371467,17.3536095559,1.2221758784,,1.1746045254,-0.7121496388,-0.8364941884
L,13-06-2014,8.7,,13.9,1545,370,101.325,509.3,0.0270375,6.3484945456,10.1796358425,0.004290104,0.9637697108,0.0319401853,1.3188753, ,,,16.6341771346,,,1.1865775306,,
