LAKE,Date,Date2,Replicate,LIGHT_O2_ppm,DARK_O2_ppm,LIGHT_Pois_O2_ppm,DARK_Pois_O2_ppm,NetOxy_ppm,RespOxy_ppm,Net_mgC_m3_h,Resp_mgC_m3_H,LightAzidemgCm3h,DarkAzidemgCm3h
L,16-May-97,1997-05-16,3,11.4,8.4,7.8,7.6,0.40,-2.60,4.80,-31.20,-38.41,-40.81
L,04-Jun-97,1997-06-04,1,8,7.6,7.2,6.8,-4.00,-4.40,-48.01,-52.81,-57.61,-62.41
L,04-Jun-97,1997-06-04,2,8,7.8,7,6.4,-4.00,-4.20,-48.01,-50.41,-60.01,-67.21
L,04-Jun-97,1997-06-04,3,8.2,7.6,7.4,6.8,-3.80,-4.40,-45.61,-52.81,-55.21,-62.41
L,16-Jun-97,1997-06-16,1,7.9,6.3,4.3,4.1,-0.90,-2.50,-10.80,-30.00,-54.01,-56.41
L,16-Jun-97,1997-06-16,2,8.3,6,5.6,3.9,-0.50,-2.80,-6.00,-33.61,-38.41,-58.81
L,16-Jun-97,1997-06-16,3,8.6,5.9,4.1,2.1,-0.20,-2.90,-2.40,-34.81,-56.41,-80.41
L,04-Jul-97,1997-07-04,1,3.5,3.3,3.5,3.5,-2.30,-2.50,-27.60,-30.00,-27.60,-27.60
L,04-Jul-97,1997-07-04,2,3.2,3.3,3.6,3.5,-2.60,-2.50,-31.20,-30.00,-26.40,-27.60
L,04-Jul-97,1997-07-04,3,3.5,3.3,3.6,3.2,-2.30,-2.50,-27.60,-30.00,-26.40,-31.20
L,17-Jul-97,1997-07-17,1,4.4,4.2,4.1,3.8,-4.00,-4.20,-48.01,-50.41,-51.61,-55.21
L,17-Jul-97,1997-07-17,2,4.8,4.3,4,3.7,-3.60,-4.10,-43.21,-49.21,-52.81,-56.41
L,17-Jul-97,1997-07-17,3,4.8,4,4,4,-3.60,-4.40,-43.21,-52.81,-52.81,-52.81
L,02-Aug-97,1997-08-02,1,7.8,6.2,4.2,3.6,-1.10,-2.70,-13.20,-32.40,-56.41,-63.61
L,02-Aug-97,1997-08-02,2,8.2,6.3,4,3.2,-0.70,-2.60,-8.40,-31.20,-58.81,-68.41
L,02-Aug-97,1997-08-02,3,8.5,6.5,3.9,3,-0.40,-2.40,-4.80,-28.80,-60.01,-70.81
L,12-Aug-97,1997-08-12,1,4.5,4.2,4,3.6,-1.90,-2.20,-22.80,-26.40,-28.80,-33.61
L,12-Aug-97,1997-08-12,2,4.8,4,4,4,-1.60,-2.40,-19.20,-28.80,-28.80,-28.80
L,12-Aug-97,1997-08-12,3,4.4,4.2,4.1,3.8,-2.00,-2.20,-24.00,-26.40,-27.60,-31.20
L,27-Aug-97,1997-08-27,1,8.9,7.4,5.4,3.4,0.00,-1.50,0.00,-18.00,-42.01,-66.01
L,27-Aug-97,1997-08-27,2,8.2,7.5,5.3,3.5,-0.70,-1.40,-8.40,-16.80,-43.21,-64.81
L,27-Aug-97,1997-08-27,3,8.1,8,4.9,3.2,-0.80,-0.90,-9.60,-10.80,-48.01,-68.41
L,12-May-98,1998-05-12,1,6,6,3.5,4,-0.60,-0.60,-7.20,-7.20,-37.21,-31.20
L,12-May-98,1998-05-12,2,6,6,3.5,4,-0.60,-0.60,-7.20,-7.20,-37.21,-31.20
L,12-May-98,1998-05-12,3,5.5,7,3,3.5,-1.10,0.40,-13.20,4.80,-43.21,-37.21
L,27-May-98,1998-05-27,1,6.6,4.2,4.6,5,-0.90,-3.30,-10.80,-39.61,-34.81,-30.00
L,27-May-98,1998-05-27,2,6,5,5.2,5.1,-1.50,-2.50,-18.00,-30.00,-27.60,-28.80
L,27-May-98,1998-05-27,3,7,4.5,5.3,4.9,-0.50,-3.00,-6.00,-36.01,-26.40,-31.20
L,18-Jun-98,1998-06-18,1,14.8,14.6,10.2,9.8,8.90,8.70,106.82,104.42,51.61,46.81
L,18-Jun-98,1998-06-18,2,14.8,14.5,10.2,9.9,8.90,8.60,106.82,103.22,51.61,48.01
L,18-Jun-98,1998-06-18,3,14.6,14.5,9.7,9.9,8.70,8.60,104.42,103.22,45.61,48.01
L,26-Jun-98,1998-06-26,1,8.8,7.8,8,8.2,-2.53,-3.53,-7.60,-10.60,-10.00,-9.40
L,26-Jun-98,1998-06-26,2,9.4,8,8.4,8.3,-1.93,-3.33,-5.80,-10.00,-8.80,-9.10
L,26-Jun-98,1998-06-26,3,9.2,7.6,8.2,7.8,-2.13,-3.73,-6.40,-11.20,-9.40,-10.60
L,10-Jul-98,1998-07-10,1,8.8,8.7,8.4,8.4,-0.77,-0.87,-3.07,-3.47,-4.67,-4.67
L,10-Jul-98,1998-07-10,2,8.9,8.6,8.4,8.4,-0.67,-0.97,-2.67,-3.87,-4.67,-4.67
L,10-Jul-98,1998-07-10,3,8.9,8.7,8.3,8.4,-0.67,-0.87,-2.67,-3.47,-5.07,-4.67
L,27-Jul-98,1998-07-27,1,8.9,8.1,6.4,7,0.27,-0.53,3.20,-6.40,-26.80,-19.60
L,27-Jul-98,1998-07-27,2,9.4,8.2,6.6,7.2,0.77,-0.43,9.20,-5.20,-24.40,-17.20
L,27-Jul-98,1998-07-27,3,10.6,8.1,6.6,6.4,1.97,-0.53,23.60,-6.40,-24.40,-26.80
L,12-Aug-98,1998-08-12,1,5.2,4.2,5,4,-0.17,-1.17,-1.00,-7.00,-2.20,-8.20
L,12-Aug-98,1998-08-12,2,5.6,4.1,4.8,4.1,0.23,-1.27,1.40,-7.60,-3.40,-7.60
L,12-Aug-98,1998-08-12,3,5.2,4.2,4.8,4,-0.17,-1.17,-1.00,-7.00,-3.40,-8.20
L,06-May-99,1999-05-06,1,8.6,8.2,8,7.8,0.40,0.00,5.62,0.00,-2.81,-5.62
L,06-May-99,1999-05-06,2,8.4,8.2,8,8.2,0.20,0.00,2.81,0.00,-2.81,0.00
L,06-May-99,1999-05-06,3,8.5,8.1,7.9,8.1,0.30,-0.10,4.22,-1.41,-4.22,-1.41
L,20-May-99,1999-05-20,1,10.2,7.4,9.2,10.2,-3.20,-6.00,-18.91,-35.45,-24.82,-18.91
L,20-May-99,1999-05-20,2,10,8.2,9.4,10,-3.40,-5.20,-20.09,-30.72,-23.63,-20.09
L,20-May-99,1999-05-20,3,11.2,9.4,9,9,-2.20,-4.00,-13.00,-23.63,-26.00,-26.00
L,07-Jun-99,1999-06-07,1,13.9,11.8,12.4,11.8,-0.90,-3.00,-11.27,-37.57,-30.06,-37.57
L,07-Jun-99,1999-06-07,2,12.4,11.9,12,11.6,-2.40,-2.90,-30.06,-36.32,-35.07,-40.08
L,07-Jun-99,1999-06-07,3,12.2,11.6,12.2,11.8,-2.60,-3.20,-32.56,-40.08,-32.56,-37.57
L,21-Jun-99,1999-06-21,1,8.6,8.2,8.4,8.4,-0.40,-0.80,-5.01,-10.02,-7.51,-7.51
L,21-Jun-99,1999-06-21,2,11.4,8.1,8.4,8.3,2.40,-0.90,30.06,-11.27,-7.51,-8.77
L,21-Jun-99,1999-06-21,3,9.7,8.1,8.1,8.2,0.70,-0.90,8.77,-11.27,-11.27,-10.02
L,08-Jul-99,1999-07-08,1,10,8.4,,,0.90,-0.70,10.58,-8.23,,
L,21-Jul-99,1999-07-21,1,10.3,8.6,9.2,8.4,1.30,-0.40,16.28,-5.01,2.50,-7.51
L,21-Jul-99,1999-07-21,2,9.8,8.6,9,8.6,0.80,-0.40,10.02,-5.01,0.00,-5.01
L,21-Jul-99,1999-07-21,3,10,8.7,9,8.3,1.00,-0.30,12.52,-3.76,0.00,-8.77
L,11-Aug-99,1999-08-11,1,10.4,9.2,9,9,0.40,-0.80,4.80,-9.60,-12.00,-12.00
L,11-Aug-99,1999-08-11,2,9.8,8.8,9,9,-0.20,-1.20,-2.40,-14.40,-12.00,-12.00
L,11-Aug-99,1999-08-11,3,10.2,8.9,9,9.1,0.20,-1.10,2.40,-13.20,-12.00,-10.80
L,27-Aug-99,1999-08-27,1,11,9.4,9.7,9.2,1.80,0.20,20.33,2.26,5.65,0.00
L,27-Aug-99,1999-08-27,2,11.3,9.6,9.8,9.4,2.10,0.40,23.72,4.52,6.78,2.26
L,27-Aug-99,1999-08-27,3,10.6,9.3,9.8,9.2,1.40,0.10,15.81,1.13,6.78,0.00
L,09-May-00,2000-05-09,1,10,7.6,8.4,7.4,1.20,-1.20,13.83,-13.83,-4.61,-16.13
L,09-May-00,2000-05-09,2,9,8,7.8,7.2,0.20,-0.80,2.30,-9.22,-11.52,-18.43
L,09-May-00,2000-05-09,3,8.2,7.2,8.5,7.2,-0.60,-1.60,-6.91,-18.43,-3.46,-18.43
L,25-May-00,2000-05-25,1,9.6,5,6.1,5,0.50,-4.10,3.06,-25.13,-18.39,-25.13
L,25-May-00,2000-05-25,2,9.6,5,6.1,6.5,0.50,-4.10,3.06,-25.13,-18.39,-15.93
L,25-May-00,2000-05-25,3,9.2,5,6.3,5.7,0.10,-4.10,0.61,-25.13,-17.16,-20.84
L,07-Jun-00,2000-06-07,1,8.4,7.5,8.2,7.4,0.60,-0.30,7.51,-3.76,5.01,-5.01
L,07-Jun-00,2000-06-07,2,8.2,7.2,8,7.4,0.40,-0.60,5.01,-7.51,2.50,-5.01
L,07-Jun-00,2000-06-07,3,8.2,7.4,8,7.4,0.40,-0.40,5.01,-5.01,2.50,-5.01
L,23-Jun-00,2000-06-23,1,8.6,8.1,8.2,8,-0.70,-1.20,-2.84,-4.87,-4.46,-5.27
L,23-Jun-00,2000-06-23,2,8.1,7.9,8.2,8,-1.20,-1.40,-4.87,-5.68,-4.46,-5.27
L,23-Jun-00,2000-06-23,3,7.9,7.9,8.2,7.8,-1.40,-1.40,-5.68,-5.68,-4.46,-6.09
L,05-Jul-00,2000-07-05,1,8.4,7.8,8,7.8,1.00,0.40,12.52,5.01,7.51,5.01
L,05-Jul-00,2000-07-05,2,8.4,7.8,7.8,7.8,1.00,0.40,12.52,5.01,5.01,5.01
L,05-Jul-00,2000-07-05,3,8.1,7.8,7.9,7.8,0.70,0.40,8.77,5.01,6.26,5.01
L,20-Jul-00,2000-07-20,1,9.1,7.8,8.9,7.9,0.70,-0.60,8.40,-7.20,6.00,-6.00
L,20-Jul-00,2000-07-20,2,8.9,7.9,8.8,7.8,0.50,-0.50,6.00,-6.00,4.80,-7.20
L,20-Jul-00,2000-07-20,3,9,7.8,8.7,7.8,0.60,-0.60,7.20,-7.20,3.60,-7.20
L,02-Aug-00,2000-08-02,1,9.1,7.6,8.9,7.6,1.30,-0.20,14.68,-2.26,12.43,-2.26
L,02-Aug-00,2000-08-02,2,9.1,7.5,9.6,7.6,1.30,-0.30,14.68,-3.39,20.33,-2.26
L,02-Aug-00,2000-08-02,3,9.1,7.4,9,7.6,1.30,-0.40,14.68,-4.52,13.55,-2.26
L,21-Aug-00,2000-08-21,1,10.2,8.1,7.8,7.8,2.03,-0.07,24.40,-0.80,-4.40,-4.40
L,21-Aug-00,2000-08-21,2,11,8.3,7.9,7.7,2.83,0.13,34.01,1.60,-3.20,-5.60
L,21-Aug-00,2000-08-21,3,10.2,8,7.8,7.6,2.03,-0.17,24.40,-2.00,-4.40,-6.80
L,14-May-01,2001-05-14,1,9.2,9.4,10,9.6,-1.50,-1.30,-17.28,-14.98,-8.07,-12.67
L,14-May-01,2001-05-14,2,9.3,9.3,9.8,10,-1.40,-1.40,-16.13,-16.13,-10.37,-8.07
L,14-May-01,2001-05-14,3,9.4,8.8,10,9.9,-1.30,-1.90,-14.98,-21.89,-8.07,-9.22
L,30-May-01,2001-05-30,1,11.7,11,11.5,11.2,0.30,-0.40,3.46,-4.61,1.15,-2.30
L,30-May-01,2001-05-30,2,10.8,11.2,11.3,11.1,-0.60,-0.20,-6.91,-2.30,-1.15,-3.46
L,30-May-01,2001-05-30,3,11.3,11.2,11.6,11.5,-0.10,-0.20,-1.15,-2.30,2.30,1.15
L,12-Jun-01,2001-06-12,1,13.9,10.1,12.7,11.8,3.90,0.10,45.85,1.18,31.74,21.16
L,12-Jun-01,2001-06-12,2,13,9.6,12,11.9,3.00,-0.40,35.27,-4.70,23.51,22.34
L,12-Jun-01,2001-06-12,3,13.9,9.8,12.2,12.1,3.90,-0.20,45.85,-2.35,25.87,24.69
L,21-Jun-01,2001-06-21,1,8.7,9,9.55,9.1,-0.30,0.00,-3.60,0.00,6.60,1.20
L,21-Jun-01,2001-06-21,2,8.8,9.35,9.3,9.2,-0.20,0.35,-2.40,4.20,3.60,2.40
L,21-Jun-01,2001-06-21,3,9.3,9.45,9.25,9.25,0.30,0.45,3.60,5.40,3.00,3.00
L,10-Jul-01,2001-07-10,1,10.2,8.9,9.5,8.4,0.50,-0.80,6.26,-10.02,-2.50,-16.28
L,10-Jul-01,2001-07-10,2,10,8.5,9.5,9.2,0.30,-1.20,3.76,-15.03,-2.50,-6.26
L,10-Jul-01,2001-07-10,3,10,8.8,9.6,9.5,0.30,-0.90,3.76,-11.27,-1.25,-2.50
L,26-Jul-01,2001-07-26,1,6.7,6.4,6.8,6,-2.00,-2.30,-24.51,-28.19,-23.29,-33.09
L,26-Jul-01,2001-07-26,2,6.7,6.2,7,6.2,-2.00,-2.50,-24.51,-30.64,-20.84,-30.64
L,26-Jul-01,2001-07-26,3,6.6,5.8,6.9,6,-2.10,-2.90,-25.74,-35.55,-22.06,-33.09
L,07-Aug-01,2001-08-07,1,9.4,9,9.2,9.1,1.20,0.80,13.29,8.86,11.08,9.97
L,07-Aug-01,2001-08-07,2,9.2,9,8.9,9.2,1.00,0.80,11.08,8.86,7.76,11.08
L,07-Aug-01,2001-08-07,3,9.6,9.2,9.3,9,1.40,1.00,15.51,11.08,12.19,8.86
L,20-Aug-01,2001-08-20,1,10.4,9.2,8.8,8.9,1.60,0.40,18.81,4.70,0.00,1.18
L,20-Aug-01,2001-08-20,2,10.1,8.5,8.9,9.2,1.30,-0.30,15.28,-3.53,1.18,4.70
L,20-Aug-01,2001-08-20,3,10,9.2,9,9.2,1.20,0.40,14.11,4.70,2.35,4.70
L,17-May-02,2002-05-17,1,5.8,4.9,5.4,5.3,-2.00,-2.90,-23.51,-34.09,-28.22,-29.39
L,17-May-02,2002-05-17,2,5.8,4.9,5.4,5.2,-2.00,-2.90,-23.51,-34.09,-28.22,-30.57
L,17-May-02,2002-05-17,3,5.7,4.9,5.3,5.4,-2.10,-2.90,-24.69,-34.09,-29.39,-28.22
L,31-May-02,2002-05-31,1,5.1,5.1,5.9,5.3,0.30,0.30,3.56,3.56,13.07,5.94
L,31-May-02,2002-05-31,2,6.1,5.2,5.4,5.4,1.30,0.40,15.44,4.75,7.13,7.13
L,31-May-02,2002-05-31,3,6,5.2,5.5,5.3,1.20,0.40,14.25,4.75,8.31,5.94
L,12-Jun-02,2002-06-12,1,13.6,11.8,12.1,12.1,1.00,-0.80,10.95,-8.76,-5.48,-5.48
L,12-Jun-02,2002-06-12,2,14.2,11.9,12.3,12,1.60,-0.70,17.52,-7.67,-3.29,-6.57
L,12-Jun-02,2002-06-12,3,14.4,11.8,12.1,11.9,1.80,-0.80,19.71,-8.76,-5.48,-7.67
L,28-Jun-02,2002-06-28,1,9.6,8.4,8.8,8.5,1.60,0.40,17.73,4.43,8.86,5.54
L,28-Jun-02,2002-06-28,2,9.5,8.4,8.6,8.4,1.50,0.40,16.62,4.43,6.65,4.43
L,28-Jun-02,2002-06-28,3,9.7,8.2,8.8,8.3,1.70,0.20,18.83,2.22,8.86,3.32
L,12-Jul-02,2002-07-12,1,9.6,8.6,8.9,9.1,1.60,0.60,18.11,6.79,10.19,12.45
L,12-Jul-02,2002-07-12,2,9.6,8.6,8.6,8.6,1.60,0.60,18.11,6.79,6.79,6.79
L,12-Jul-02,2002-07-12,3,9.4,8.5,8.6,8.6,1.40,0.50,15.85,5.66,6.79,6.79
L,25-Jul-02,2002-07-25,1,7.9,9.7,8,8.3,0.00,1.80,0.00,21.60,1.20,4.80
L,25-Jul-02,2002-07-25,2,9.5,8.1,8.3,7.9,1.60,0.20,19.20,2.40,4.80,0.00
L,25-Jul-02,2002-07-25,3,9.3,7.9,8.3,7.8,1.40,0.00,16.80,0.00,4.80,-1.20
L,14-Aug-02,2002-08-14,1,10.8,8.3,8.9,8.6,1.70,-0.80,20.40,-9.60,-2.40,-6.00
L,14-Aug-02,2002-08-14,2,11.2,8.4,9,8.5,2.10,-0.70,25.20,-8.40,-1.20,-7.20
L,14-Aug-02,2002-08-14,3,10.6,8.4,9.1,8.5,1.50,-0.70,18.00,-8.40,0.00,-7.20
L,26-Aug-02,2002-08-26,1,9.87,7.7,8.92,7.84,1.77,-0.40,21.24,-4.80,9.84,-3.12
L,26-Aug-02,2002-08-26,2,9.76,7.72,8.46,7.67,1.66,-0.38,19.92,-4.56,4.32,-5.16
L,26-Aug-02,2002-08-26,3,9.46,7.72,8.67,7.85,1.36,-0.38,16.32,-4.56,6.84,-3.00
L,20-May-03,2003-05-20,1,11.26,9.82,9.73,9.52,-0.32,-1.76,-3.92,-21.57,-22.68,-25.25
L,20-May-03,2003-05-20,2,11.88,9.67,9.81,9.78,0.30,-1.91,3.68,-23.41,-21.70,-22.06
L,20-May-03,2003-05-20,3,11.45,9.8,9.93,9.5,-0.13,-1.78,-1.59,-21.82,-20.22,-25.49
L,30-May-03,2003-05-30,1,10.49,9.05,9.09,9,1.54,0.10,18.11,1.18,1.65,0.59
L,30-May-03,2003-05-30,2,10.47,8.78,8.96,8.98,1.52,-0.17,17.87,-2.00,0.12,0.35
L,30-May-03,2003-05-30,3,10.46,8.89,9.03,8.85,1.51,-0.06,17.75,-0.71,0.94,-1.18
L,02-Jul-03,2003-07-02,1,8.17,7.57,7.19,7.27,0.80,0.20,10.02,2.50,-2.25,-1.25
L,02-Jul-03,2003-07-02,2,8.1,7.66,7.11,7.33,0.73,0.29,9.14,3.63,-3.26,-0.50
L,02-Jul-03,2003-07-02,3,7.96,7.36,7.37,7.37,0.59,-0.01,7.39,-0.13,0.00,0.00
L,11-Jul-03,2003-07-11,1,9.24,8.09,7.67,7.49,1.46,0.31,17.17,3.64,-1.29,-3.41
L,11-Jul-03,2003-07-11,2,9.4,8.22,7.72,7.62,1.62,0.44,19.05,5.17,-0.71,-1.88
L,11-Jul-03,2003-07-11,3,9.6,8.1,7.7,7.68,1.82,0.32,21.40,3.76,-0.94,-1.18
L,28-Jul-03,2003-07-28,1,10.65,7.84,8.36,7.29,1.73,-1.08,20.76,-12.96,-6.72,-19.56
L,28-Jul-03,2003-07-28,2,10.13,8.05,8.38,7.24,1.21,-0.87,14.52,-10.44,-6.48,-20.16
L,28-Jul-03,2003-07-28,3,10.29,7.57,8.29,7.37,1.37,-1.35,16.44,-16.20,-7.56,-18.60
L,08-Aug-03,2003-08-08,1,9.7,7.43,7.08,6.46,1.85,-0.42,21.10,-4.79,-8.78,-15.86
L,08-Aug-03,2003-08-08,2,9.79,7.25,7.22,6.88,1.94,-0.60,22.13,-6.84,-7.19,-11.07
L,08-Aug-03,2003-08-08,3,9.3,7.7,7,6.5,1.45,-0.15,16.54,-1.71,-9.70,-15.40
L,22-Aug-03,2003-08-22,1,9.34,7.82,8.21,8.44,1.79,0.27,21.94,3.31,8.09,10.91
L,22-Aug-03,2003-08-22,2,9.17,8.07,8.19,8.17,1.62,0.52,19.86,6.37,7.84,7.60
L,22-Aug-03,2003-08-22,3,9.28,8,8.31,8.29,1.73,0.45,21.20,5.52,9.32,9.07
L,10-May-04,2004-05-10,1,11.81,9.69,9.67,9.63,2.08,-0.04,24.96,-0.48,-0.72,-1.20
L,10-May-04,2004-05-10,2,11.49,9.46,9.58,9.45,1.76,-0.27,21.12,-3.24,-1.80,-3.36
L,10-May-04,2004-05-10,3,12.17,9.58,9.81,9.7,2.44,-0.15,29.28,-1.80,0.96,-0.36
L,25-May-04,2004-05-25,1,7.63,5.9,5.95,5.86,-2.32,-4.05,-28.08,-49.02,-48.41,-49.50
L,25-May-04,2004-05-25,2,7.62,6.09,5.73,5.7,-2.33,-3.86,-28.20,-46.72,-51.07,-51.44
L,25-May-04,2004-05-25,3,7.85,6.26,6.09,5.76,-2.10,-3.69,-25.42,-44.66,-46.72,-50.71
L,07-Jun-04,2004-06-07,1,8.77,8.24,8.06,8.24,0.44,-0.09,3.62,-0.74,-2.22,-0.74
L,07-Jun-04,2004-06-07,2,8.8,8.18,8.05,8.28,0.47,-0.15,3.87,-1.23,-2.30,-0.41
L,07-Jun-04,2004-06-07,3,8.85,7.98,8.07,8.21,0.52,-0.35,4.28,-2.88,-2.14,-0.99
L,21-Jun-04,2004-06-21,1,9.57,8.24,7.91,7.61,2.28,0.95,30.13,12.55,8.19,4.23
L,21-Jun-04,2004-06-21,2,9.45,8.34,8.03,7.87,2.16,1.05,28.54,13.87,9.78,7.66
L,21-Jun-04,2004-06-21,3,9.25,7.72,7.72,7.33,1.96,0.43,25.90,5.68,5.68,0.53
L,05-Jul-04,2004-07-05,1,9.1,8.4,8.89,8.94,0.73,0.03,8.00,0.33,5.70,6.24
L,05-Jul-04,2004-07-05,2,9.02,8.55,8.92,9.09,0.65,0.18,7.12,1.97,6.02,7.89
L,05-Jul-04,2004-07-05,3,9.12,8.7,8.84,9.15,0.75,0.33,8.21,3.61,5.15,8.54
L,19-Jul-04,2004-07-19,1,7,7.73,8.13,8.55,-1.63,-0.90,-19.40,-10.71,-5.95,-0.95
L,19-Jul-04,2004-07-19,2,7.23,7.84,8.27,8.79,-1.40,-0.79,-16.66,-9.40,-4.28,1.90
L,19-Jul-04,2004-07-19,3,7.55,8.1,8.19,8.65,-1.08,-0.53,-12.85,-6.31,-5.24,0.24
L,30-Jul-04,2004-07-30,1,9.36,9.26,9.13,8.96,1.81,1.71,21.37,20.19,18.65,16.65
L,30-Jul-04,2004-07-30,2,9.23,9.05,9.06,9.02,1.68,1.50,19.83,17.71,17.83,17.35
L,30-Jul-04,2004-07-30,3,9.45,9.4,9,9.14,1.90,1.85,22.43,21.84,17.12,18.77
L,19-Aug-04,2004-08-19,1,4.72,5.18,5.6,6.19,-3.88,-3.42,-43.49,-38.33,-33.62,-27.01
L,19-Aug-04,2004-08-19,2,4.78,5.4,5.77,6.32,-3.82,-3.20,-42.81,-35.87,-31.72,-25.55
L,19-Aug-04,2004-08-19,3,5.07,5.47,5.94,6.36,-3.53,-3.13,-39.56,-35.08,-29.81,-25.11
L,16-May-05,2005-05-16,1,9.25,8.88,8.33,8.49,-0.04,-0.41,-0.48,-4.87,-11.40,-9.50
L,16-May-05,2005-05-16,2,9.55,8.81,8.35,8.33,0.26,-0.48,3.09,-5.70,-11.17,-11.40
L,16-May-05,2005-05-16,3,9.39,8.99,8.43,8.04,0.10,-0.30,1.19,-3.56,-10.22,-14.85
L,30-May-05,2005-05-30,1,9.5,8.05,7.34,8.63,0.30,-1.15,3.64,-13.95,-22.56,-6.91
L,30-May-05,2005-05-30,2,9.69,7.82,7.12,8.74,0.49,-1.38,5.94,-16.74,-25.23,-5.58
L,30-May-05,2005-05-30,3,9.45,7.73,7.52,8.53,0.25,-1.47,3.03,-17.83,-20.38,-8.13
L,10-Jun-05,2005-06-10,1,10.2,9.5,9,8.42,1.89,1.19,23.42,14.74,8.55,1.36
L,10-Jun-05,2005-06-10,2,10.01,9.41,9.06,8.47,1.70,1.10,21.06,13.63,9.29,1.98
L,10-Jun-05,2005-06-10,3,9.98,9.18,8.8,8.3,1.67,0.87,20.69,10.78,6.07,-0.12
L,24-Jun-05,2005-06-24,1,11.08,11.38,10.43,10.08,2.98,3.28,36.53,40.20,28.56,24.27
L,24-Jun-05,2005-06-24,2,11.05,11.14,10.3,10.34,2.95,3.04,36.16,37.26,26.97,27.46
L,24-Jun-05,2005-06-24,3,10.74,10.73,10.16,9.84,2.64,2.63,32.36,32.24,25.25,21.33
L,08-Jul-05,2005-07-08,1,8.05,7.71,7.68,7.52,0.75,0.41,8.82,4.82,4.47,2.59
L,08-Jul-05,2005-07-08,2,8.09,7.68,7.41,7.57,0.79,0.38,9.29,4.47,1.29,3.17
L,08-Jul-05,2005-07-08,3,8.01,7.81,7.48,7.47,0.71,0.51,8.35,6.00,2.12,2.00
L,21-Jul-05,2005-07-21,1,8.64,7.43,7.61,7.28,0.68,-0.53,8.61,-6.71,-4.43,-8.61
L,21-Jul-05,2005-07-21,2,9.05,7.53,7.53,7.32,1.09,-0.43,13.80,-5.44,-5.44,-8.10
L,21-Jul-05,2005-07-21,3,8.79,7.51,7.47,7.37,0.83,-0.45,10.51,-5.70,-6.20,-7.47
L,08-Aug-05,2005-08-08,1,9.21,9.57,10,10.1,1.26,1.62,14.97,19.24,24.35,25.54
L,08-Aug-05,2005-08-08,2,10.11,9.72,10,9.64,2.16,1.77,25.66,21.02,24.35,20.07
L,08-Aug-05,2005-08-08,3,10.98,9.76,10.04,10.11,3.03,1.81,35.99,21.50,24.83,25.66
L,19-Aug-05,2005-08-19,1,10.1,8.71,8.48,8.03,1.21,-0.18,14.23,-2.12,-4.82,-10.11
L,19-Aug-05,2005-08-19,2,10.44,8.26,8.25,8.17,1.55,-0.63,18.22,-7.41,-7.52,-8.46
L,19-Aug-05,2005-08-19,3,10.81,8.28,8.6,8.34,1.92,-0.61,22.57,-7.17,-3.41,-6.47
L,12-May-06,2006-05-12,1,11.22,10.21,10.16,9.97,0.73,-0.28,8.58,-3.29,-3.88,-6.11
L,12-May-06,2006-05-12,2,11.33,10.61,10.21,9.88,0.84,0.12,9.88,1.41,-3.29,-7.17
L,12-May-06,2006-05-12,3,11.25,10.1,10.07,9.88,0.76,-0.39,8.94,-4.59,-4.94,-7.17
L,26-May-06,2006-05-26,1,8.4,8.69,8.81,8.66,-1.25,-0.96,-15.00,-11.52,-10.08,-11.88
L,26-May-06,2006-05-26,2,9.45,8.69,8.8,8.57,-0.20,-0.96,-2.40,-11.52,-10.20,-12.96
L,26-May-06,2006-05-26,3,9.53,9.27,8.82,8.47,-0.12,-0.38,-1.44,-4.56,-9.96,-14.16
L,26-May-06,2006-05-26,4,1,11,1,1,-8.65,1.35,-103.82,16.20,-103.82,-103.82
L,12-Jun-06,2006-06-12,1,10.11,9.55,9.65,8.54,1.44,0.88,17.28,10.56,11.76,-1.56
L,12-Jun-06,2006-06-12,2,10.19,9.49,9.6,8.51,1.52,0.82,18.24,9.84,11.16,-1.92
L,12-Jun-06,2006-06-12,3,10.25,9.48,9.71,8.64,1.58,0.81,18.96,9.72,12.48,-0.36
L,23-Jun-06,2006-06-23,1,10.28,8.31,7.98,7.83,2.57,0.60,10.76,2.51,1.13,0.50
L,23-Jun-06,2006-06-23,2,10.02,8.18,8.08,7.86,2.31,0.47,9.67,1.97,1.55,0.63
L,23-Jun-06,2006-06-23,3,10.18,8.28,7.57,7.87,2.47,0.57,10.34,2.39,-0.59,0.67
L,07-Jul-06,2006-07-07,1,8.31,7.45,7.37,7.28,0.98,0.12,10.65,1.30,0.43,-0.54
L,07-Jul-06,2006-07-07,2,8.37,7.44,7.46,7.65,1.04,0.11,11.30,1.20,1.41,3.48
L,07-Jul-06,2006-07-07,3,8.3,7.4,7.48,7.74,0.97,0.07,10.54,0.76,1.63,4.46
L,21-Jul-06,2006-07-21,1,10.52,9.9,10.18,8.31,2.68,2.06,33.56,25.80,29.31,5.89
L,21-Jul-06,2006-07-21,2,12.45,9.73,9.11,8.12,4.61,1.89,57.73,23.67,15.91,3.51
L,21-Jul-06,2006-07-21,3,11.03,9.51,9.19,7.85,3.19,1.67,39.95,20.91,16.91,0.13
L,04-Aug-06,2006-08-04,1,13.31,12.03,12.87,12.15,9.62,8.34,124.54,107.97,118.84,109.52
L,04-Aug-06,2006-08-04,2,13.83,12.28,12.92,12.01,10.14,8.59,131.27,111.20,119.49,107.71
